CoffeeName;Price;TimeOfDay;Weekday;MonthName
Latte;35,76;Morning;Tue;Dec
Americano with Milk;30,86;Morning;Tue;Dec
Americano with Milk;30,86;Morning;Tue;Dec
Americano;25,96;Morning;Tue;Dec
Americano with Milk;30,86;Morning;Tue;Dec
Americano with Milk;30,86;Morning;Tue;Dec
Americano with Milk;30,86;Morning;Tue;Dec
Cocoa;35,76;Night;Tue;Dec
Latte;35,76;Night;Tue;Dec
Cappuccino;35,76;Night;Tue;Dec
Hot Chocolate;35,76;Night;Tue;Dec
Americano with Milk;30,86;Night;Tue;Dec
Cappuccino;35,76;Night;Tue;Dec
Cortado;25,96;Morning;Wed;Dec
Latte;35,76;Morning;Wed;Dec
Latte;35,76;Morning;Wed;Dec
Americano;25,96;Morning;Wed;Dec
Americano with Milk;30,86;Morning;Wed;Dec
Americano with Milk;30,86;Morning;Wed;Dec
Americano with Milk;30,86;Morning;Wed;Dec
Hot Chocolate;35,76;Morning;Wed;Dec
Americano with Milk;30,86;Morning;Wed;Dec
Hot Chocolate;35,76;Afternoon;Wed;Dec
Americano;25,96;Morning;Thu;Dec
Cortado;25,96;Morning;Thu;Dec
Americano with Milk;30,86;Morning;Thu;Dec
Americano with Milk;30,86;Morning;Thu;Dec
Latte;35,76;Morning;Thu;Dec
Americano;25,96;Morning;Thu;Dec
Cappuccino;35,76;Afternoon;Thu;Dec
Latte;35,76;Afternoon;Thu;Dec
Latte;35,76;Afternoon;Thu;Dec
Latte;35,76;Morning;Fri;Dec
Hot Chocolate;35,76;Afternoon;Fri;Dec
Latte;35,76;Night;Fri;Dec
Hot Chocolate;35,76;Night;Fri;Dec
Americano with Milk;30,86;Morning;Sat;Dec
Americano;25,96;Afternoon;Sat;Dec
Latte;35,76;Afternoon;Sat;Dec
Cappuccino;35,76;Night;Sat;Dec
Americano with Milk;30,86;Night;Sat;Dec
Americano;25,96;Night;Sat;Dec
Cortado;25,96;Morning;Sun;Dec
Latte;35,76;Morning;Sun;Dec
Cappuccino;35,76;Morning;Sun;Dec
Cortado;25,96;Afternoon;Sun;Dec
Americano with Milk;30,86;Afternoon;Sun;Dec
Americano with Milk;30,86;Afternoon;Sun;Dec
Cappuccino;35,76;Night;Sun;Dec
Espresso;21,06;Night;Sun;Dec
Cappuccino;35,76;Night;Sun;Dec
Americano with Milk;30,86;Night;Sun;Dec
Americano with Milk;30,86;Night;Sun;Dec
Cappuccino;35,76;Morning;Mon;Dec
Americano;25,96;Morning;Mon;Dec
Americano with Milk;30,86;Morning;Mon;Dec
Cortado;25,96;Afternoon;Mon;Dec
Cocoa;35,76;Night;Mon;Dec
Cortado;25,96;Afternoon;Tue;Dec
Hot Chocolate;35,76;Night;Tue;Dec
Latte;35,76;Morning;Wed;Dec
Cortado;25,96;Morning;Wed;Dec
Hot Chocolate;35,76;Afternoon;Wed;Dec
Espresso;21,06;Afternoon;Wed;Dec
Cocoa;35,76;Night;Wed;Dec
Latte;35,76;Night;Wed;Dec
Latte;35,76;Night;Wed;Dec
Americano with Milk;30,86;Morning;Thu;Dec
Americano;25,96;Afternoon;Thu;Dec
Espresso;21,06;Afternoon;Thu;Dec
Espresso;21,06;Afternoon;Thu;Dec
Americano;25,96;Afternoon;Thu;Dec
Cocoa;35,76;Night;Thu;Dec
Cocoa;35,76;Night;Thu;Dec
Americano;25,96;Afternoon;Fri;Dec
Americano;25,96;Afternoon;Fri;Dec
Hot Chocolate;35,76;Afternoon;Fri;Dec
Hot Chocolate;35,76;Afternoon;Fri;Dec
Cocoa;35,76;Afternoon;Fri;Dec
Cappuccino;35,76;Night;Fri;Dec
Cappuccino;35,76;Night;Fri;Dec
Latte;35,76;Night;Fri;Dec
Americano with Milk;30,86;Morning;Sat;Dec
Cocoa;35,76;Morning;Sat;Dec
Cappuccino;35,76;Morning;Sat;Dec
Americano;25,96;Afternoon;Sat;Dec
Latte;35,76;Afternoon;Sat;Dec
Cocoa;35,76;Afternoon;Sat;Dec
Americano;25,96;Afternoon;Sat;Dec
Americano;25,96;Afternoon;Sat;Dec
Americano;25,96;Night;Sat;Dec
Americano;25,96;Night;Sat;Dec
Americano with Milk;30,86;Night;Sat;Dec
Latte;35,76;Morning;Sun;Dec
Cocoa;35,76;Morning;Sun;Dec
Hot Chocolate;35,76;Night;Sun;Dec
Latte;35,76;Morning;Mon;Dec
Hot Chocolate;35,76;Morning;Mon;Dec
Cocoa;35,76;Morning;Mon;Dec
Americano with Milk;30,86;Afternoon;Mon;Dec
Latte;35,76;Afternoon;Mon;Dec
Hot Chocolate;35,76;Afternoon;Mon;Dec
Latte;35,76;Night;Mon;Dec
Americano with Milk;30,86;Night;Mon;Dec
Cortado;25,96;Morning;Tue;Dec
Cappuccino;35,76;Morning;Tue;Dec
Americano with Milk;30,86;Morning;Tue;Dec
Americano;25,96;Afternoon;Tue;Dec
Cocoa;35,76;Afternoon;Tue;Dec
Cappuccino;35,76;Night;Tue;Dec
Cocoa;35,76;Night;Tue;Dec
Latte;35,76;Morning;Wed;Dec
Americano with Milk;30,86;Morning;Wed;Dec
Latte;35,76;Morning;Wed;Dec
Cappuccino;35,76;Morning;Wed;Dec
Hot Chocolate;35,76;Morning;Thu;Dec
Americano with Milk;30,86;Morning;Thu;Dec
Espresso;21,06;Afternoon;Thu;Dec
Hot Chocolate;35,76;Afternoon;Thu;Dec
Cappuccino;35,76;Night;Thu;Dec
Cappuccino;35,76;Night;Thu;Dec
Americano with Milk;30,86;Night;Thu;Dec
Hot Chocolate;35,76;Night;Thu;Dec
Latte;35,76;Night;Thu;Dec
Cappuccino;35,76;Night;Thu;Dec
Cortado;25,96;Morning;Fri;Dec
Americano with Milk;30,86;Morning;Fri;Dec
Cappuccino;35,76;Morning;Fri;Dec
Cortado;25,96;Morning;Fri;Dec
Espresso;21,06;Afternoon;Fri;Dec
Americano with Milk;30,86;Afternoon;Fri;Dec
Cortado;25,96;Afternoon;Fri;Dec
Cappuccino;35,76;Night;Fri;Dec
Cappuccino;35,76;Night;Fri;Dec
Cappuccino;35,76;Morning;Sat;Dec
Latte;35,76;Morning;Sat;Dec
Americano;25,96;Morning;Sat;Dec
Hot Chocolate;35,76;Afternoon;Sat;Dec
Latte;35,76;Afternoon;Sat;Dec
Americano with Milk;30,86;Afternoon;Sat;Dec
Latte;35,76;Afternoon;Sat;Dec
Cocoa;35,76;Night;Sat;Dec
Hot Chocolate;35,76;Night;Sat;Dec
Cortado;25,96;Night;Sat;Dec
Americano with Milk;30,86;Night;Sat;Dec
Cortado;25,96;Night;Sat;Dec
Cortado;25,96;Night;Sat;Dec
Latte;35,76;Night;Sat;Dec
Cortado;25,96;Night;Sat;Dec
Cappuccino;35,76;Morning;Sun;Dec
Cappuccino;35,76;Night;Sun;Dec
Hot Chocolate;35,76;Night;Sun;Dec
Hot Chocolate;35,76;Night;Sun;Dec
Hot Chocolate;35,76;Night;Sun;Dec
Cocoa;35,76;Night;Sun;Dec
Cortado;25,96;Night;Sun;Dec
Cortado;25,96;Morning;Mon;Dec
Americano with Milk;30,86;Morning;Mon;Dec
Americano with Milk;30,86;Morning;Mon;Dec
Cappuccino;35,76;Morning;Mon;Dec
Latte;35,76;Afternoon;Mon;Dec
Americano with Milk;30,86;Afternoon;Mon;Dec
Latte;35,76;Afternoon;Mon;Dec
Cortado;25,96;Night;Mon;Dec
Latte;35,76;Night;Mon;Dec
Cortado;25,96;Night;Mon;Dec
Americano with Milk;30,86;Afternoon;Tue;Dec
Hot Chocolate;35,76;Afternoon;Tue;Dec
Cortado;25,96;Night;Tue;Dec
Hot Chocolate;35,76;Night;Tue;Dec
Latte;35,76;Night;Tue;Dec
Espresso;21,06;Night;Tue;Dec
Cappuccino;35,76;Night;Tue;Dec
Latte;35,76;Morning;Wed;Dec
Latte;35,76;Morning;Wed;Dec
Americano with Milk;30,86;Afternoon;Wed;Dec
Americano;25,96;Afternoon;Wed;Dec
Americano with Milk;30,86;Afternoon;Wed;Dec
Americano;25,96;Afternoon;Wed;Dec
Cappuccino;35,76;Night;Wed;Dec
Cocoa;35,76;Night;Wed;Dec
Cocoa;35,76;Night;Wed;Dec
Latte;35,76;Night;Wed;Dec
Cappuccino;35,76;Night;Wed;Dec
Americano with Milk;30,86;Night;Wed;Dec
Cappuccino;35,76;Afternoon;Thu;Dec
Espresso;21,06;Afternoon;Thu;Dec
Americano;25,96;Morning;Fri;Dec
Cortado;25,96;Morning;Fri;Dec
Cortado;25,96;Morning;Fri;Dec
Americano with Milk;30,86;Morning;Fri;Dec
Latte;35,76;Night;Fri;Dec
Americano;25,96;Night;Fri;Dec
Americano with Milk;30,86;Night;Fri;Dec
Cocoa;35,76;Night;Fri;Dec
Cortado;25,96;Morning;Sat;Dec
Cortado;25,96;Morning;Sat;Dec
Americano with Milk;30,86;Morning;Sat;Dec
Latte;35,76;Morning;Sat;Dec
Cappuccino;35,76;Afternoon;Sat;Dec
Hot Chocolate;35,76;Afternoon;Sat;Dec
Latte;35,76;Night;Sat;Dec
Cappuccino;35,76;Night;Sat;Dec
Cortado;25,96;Afternoon;Sun;Dec
Espresso;21,06;Afternoon;Sun;Dec
Americano;25,96;Afternoon;Sun;Dec
Cortado;25,96;Night;Sun;Dec
Espresso;21,06;Night;Sun;Dec
Cortado;25,96;Night;Sun;Dec
Hot Chocolate;35,76;Night;Sun;Dec
Latte;35,76;Night;Sun;Dec
Cortado;25,96;Morning;Mon;Dec
Americano with Milk;30,86;Morning;Mon;Dec
Latte;35,76;Afternoon;Mon;Dec
Hot Chocolate;35,76;Afternoon;Mon;Dec
Latte;35,76;Afternoon;Mon;Dec
Americano with Milk;30,86;Afternoon;Mon;Dec
Americano with Milk;30,86;Afternoon;Mon;Dec
Americano;25,96;Afternoon;Mon;Dec
Cappuccino;35,76;Afternoon;Mon;Dec
Cortado;25,96;Morning;Tue;Dec
Cappuccino;35,76;Morning;Tue;Dec
Cortado;25,96;Morning;Tue;Dec
Cocoa;35,76;Morning;Tue;Dec
Americano with Milk;30,86;Morning;Tue;Dec
Americano with Milk;30,86;Morning;Tue;Dec
Cappuccino;35,76;Morning;Tue;Dec
Americano with Milk;30,86;Morning;Tue;Dec
Espresso;21,06;Afternoon;Tue;Dec
Americano;25,96;Afternoon;Tue;Dec
Cappuccino;35,76;Afternoon;Tue;Dec
Latte;35,76;Night;Tue;Dec
Americano with Milk;30,86;Night;Tue;Dec
Cappuccino;35,76;Night;Tue;Dec
Latte;35,76;Night;Tue;Dec
Hot Chocolate;35,76;Night;Tue;Dec
Americano with Milk;30,86;Morning;Thu;Jan
Cocoa;35,76;Afternoon;Thu;Jan
Cocoa;35,76;Afternoon;Thu;Jan
Cortado;25,96;Afternoon;Thu;Jan
Cortado;25,96;Afternoon;Thu;Jan
Americano;25,96;Afternoon;Thu;Jan
Hot Chocolate;35,76;Afternoon;Thu;Jan
Americano with Milk;30,86;Afternoon;Thu;Jan
Cappuccino;35,76;Night;Thu;Jan
Cortado;25,96;Morning;Fri;Jan
Americano with Milk;30,86;Morning;Fri;Jan
Americano with Milk;30,86;Afternoon;Fri;Jan
Cappuccino;35,76;Night;Fri;Jan
Americano;25,96;Night;Fri;Jan
Americano;25,96;Night;Fri;Jan
Latte;35,76;Night;Fri;Jan
Cortado;25,96;Morning;Sat;Jan
Americano;25,96;Morning;Sat;Jan
Cappuccino;35,76;Afternoon;Sat;Jan
Cocoa;35,76;Afternoon;Sat;Jan
Americano with Milk;30,86;Afternoon;Sat;Jan
Cappuccino;35,76;Afternoon;Sat;Jan
Cappuccino;35,76;Afternoon;Sat;Jan
Cortado;25,96;Afternoon;Sat;Jan
Americano;25,96;Night;Sat;Jan
Latte;35,76;Night;Sat;Jan
Americano with Milk;30,86;Morning;Sun;Jan
Latte;35,76;Morning;Sun;Jan
Americano with Milk;30,86;Night;Sun;Jan
Americano;25,96;Night;Mon;Jan
Cappuccino;35,76;Afternoon;Tue;Jan
Cocoa;35,76;Night;Tue;Jan
Cocoa;35,76;Night;Tue;Jan
Americano with Milk;30,86;Morning;Wed;Jan
Latte;35,76;Morning;Wed;Jan
Cortado;25,96;Morning;Wed;Jan
Cappuccino;35,76;Night;Wed;Jan
Americano;25,96;Morning;Thu;Jan
Latte;35,76;Morning;Thu;Jan
Americano with Milk;30,86;Morning;Thu;Jan
Espresso;21,06;Afternoon;Thu;Jan
Latte;35,76;Afternoon;Thu;Jan
Americano with Milk;30,86;Afternoon;Thu;Jan
Cortado;25,96;Afternoon;Thu;Jan
Americano with Milk;30,86;Night;Thu;Jan
Latte;35,76;Night;Thu;Jan
Americano with Milk;30,86;Morning;Fri;Jan
Americano with Milk;30,86;Morning;Fri;Jan
Cappuccino;35,76;Night;Fri;Jan
Hot Chocolate;35,76;Night;Fri;Jan
Americano with Milk;30,86;Night;Fri;Jan
Americano with Milk;30,86;Morning;Sat;Jan
Hot Chocolate;35,76;Morning;Sat;Jan
Americano;25,96;Morning;Sat;Jan
Latte;35,76;Morning;Sat;Jan
Latte;35,76;Morning;Sat;Jan
Latte;35,76;Afternoon;Sat;Jan
Latte;35,76;Afternoon;Sat;Jan
Americano with Milk;30,86;Afternoon;Sat;Jan
Americano with Milk;30,86;Afternoon;Sat;Jan
Cappuccino;35,76;Afternoon;Sat;Jan
Latte;35,76;Afternoon;Sat;Jan
Cortado;25,96;Night;Sat;Jan
Latte;35,76;Night;Sat;Jan
Cortado;25,96;Night;Sat;Jan
Americano with Milk;30,86;Night;Sat;Jan
Americano with Milk;30,86;Morning;Sun;Jan
Americano;25,96;Morning;Sun;Jan
Americano with Milk;30,86;Morning;Sun;Jan
Hot Chocolate;35,76;Afternoon;Sun;Jan
Americano with Milk;30,86;Night;Sun;Jan
Americano with Milk;30,86;Morning;Mon;Jan
Americano with Milk;30,86;Morning;Mon;Jan
Cortado;25,96;Afternoon;Mon;Jan
Latte;35,76;Afternoon;Mon;Jan
Latte;35,76;Afternoon;Mon;Jan
Cappuccino;35,76;Afternoon;Mon;Jan
Latte;35,76;Afternoon;Mon;Jan
Espresso;21,06;Night;Mon;Jan
Latte;35,76;Morning;Tue;Jan
Cortado;25,96;Morning;Tue;Jan
Americano with Milk;30,86;Morning;Tue;Jan
Latte;35,76;Afternoon;Tue;Jan
Americano with Milk;30,86;Afternoon;Tue;Jan
Americano with Milk;30,86;Afternoon;Tue;Jan
Cappuccino;35,76;Night;Tue;Jan
Latte;35,76;Night;Tue;Jan
Americano with Milk;30,86;Morning;Wed;Jan
Americano;25,96;Morning;Wed;Jan
Cappuccino;35,76;Afternoon;Wed;Jan
Latte;35,76;Afternoon;Wed;Jan
Cappuccino;35,76;Afternoon;Wed;Jan
Latte;35,76;Afternoon;Wed;Jan
Latte;35,76;Afternoon;Wed;Jan
Latte;35,76;Night;Wed;Jan
Latte;35,76;Night;Wed;Jan
Cappuccino;35,76;Night;Wed;Jan
Latte;35,76;Morning;Thu;Jan
Americano with Milk;30,86;Morning;Thu;Jan
Americano with Milk;30,86;Morning;Thu;Jan
Cortado;25,96;Afternoon;Thu;Jan
Latte;35,76;Afternoon;Thu;Jan
Latte;35,76;Afternoon;Thu;Jan
Cappuccino;35,76;Night;Thu;Jan
Hot Chocolate;35,76;Night;Thu;Jan
Hot Chocolate;35,76;Night;Thu;Jan
Cortado;25,96;Night;Thu;Jan
Cocoa;35,76;Morning;Fri;Jan
Latte;35,76;Morning;Fri;Jan
Cappuccino;35,76;Morning;Fri;Jan
Americano with Milk;30,86;Morning;Fri;Jan
Americano with Milk;30,86;Morning;Fri;Jan
Cocoa;35,76;Afternoon;Fri;Jan
Cocoa;35,76;Afternoon;Fri;Jan
Hot Chocolate;35,76;Night;Fri;Jan
Hot Chocolate;35,76;Night;Fri;Jan
Americano with Milk;30,86;Morning;Sat;Jan
Hot Chocolate;35,76;Afternoon;Sat;Jan
Latte;35,76;Afternoon;Sat;Jan
Hot Chocolate;35,76;Afternoon;Sat;Jan
Americano with Milk;30,86;Morning;Mon;Jan
Americano with Milk;30,86;Morning;Mon;Jan
Cortado;25,96;Morning;Mon;Jan
Americano;25,96;Afternoon;Mon;Jan
Cortado;25,96;Afternoon;Mon;Jan
Americano with Milk;30,86;Afternoon;Mon;Jan
Hot Chocolate;35,76;Night;Mon;Jan
Cappuccino;35,76;Night;Mon;Jan
Cappuccino;35,76;Night;Mon;Jan
Latte;35,76;Night;Mon;Jan
Cocoa;35,76;Morning;Tue;Jan
Cortado;25,96;Morning;Tue;Jan
Americano with Milk;30,86;Morning;Tue;Jan
Americano;25,96;Afternoon;Tue;Jan
Hot Chocolate;35,76;Night;Tue;Jan
Latte;35,76;Night;Tue;Jan
Latte;35,76;Night;Tue;Jan
Americano;25,96;Night;Tue;Jan
Espresso;21,06;Morning;Wed;Jan
Americano with Milk;30,86;Night;Wed;Jan
Cocoa;35,76;Night;Wed;Jan
Americano with Milk;30,86;Night;Wed;Jan
Cappuccino;35,76;Night;Wed;Jan
Latte;35,76;Night;Wed;Jan
Americano with Milk;30,86;Night;Wed;Jan
Cappuccino;35,76;Afternoon;Fri;Jan
Cortado;25,96;Afternoon;Fri;Jan
Cocoa;35,76;Afternoon;Fri;Jan
Americano;25,96;Night;Fri;Jan
Cocoa;35,76;Night;Fri;Jan
Hot Chocolate;35,76;Night;Fri;Jan
Latte;35,76;Night;Fri;Jan
Cappuccino;35,76;Afternoon;Sat;Jan
Cappuccino;35,76;Afternoon;Sat;Jan
Americano;25,96;Afternoon;Sat;Jan
Americano;25,96;Afternoon;Sun;Jan
Espresso;21,06;Afternoon;Sun;Jan
Cortado;25,96;Morning;Mon;Jan
Americano;25,96;Morning;Mon;Jan
Cappuccino;35,76;Afternoon;Mon;Jan
Americano with Milk;30,86;Afternoon;Mon;Jan
Americano with Milk;30,86;Afternoon;Mon;Jan
Cortado;25,96;Afternoon;Mon;Jan
Americano with Milk;30,86;Afternoon;Mon;Jan
Latte;35,76;Night;Mon;Jan
Latte;35,76;Night;Mon;Jan
Latte;35,76;Night;Mon;Jan
Latte;35,76;Morning;Tue;Jan
Americano;25,96;Morning;Tue;Jan
Americano with Milk;30,86;Morning;Tue;Jan
Americano;25,96;Afternoon;Tue;Jan
Cocoa;35,76;Afternoon;Tue;Jan
Cortado;25,96;Afternoon;Tue;Jan
Americano;25,96;Night;Tue;Jan
Latte;35,76;Night;Tue;Jan
Cappuccino;35,76;Night;Tue;Jan
Americano;25,96;Morning;Wed;Jan
Americano;25,96;Afternoon;Wed;Jan
Americano with Milk;30,86;Night;Wed;Jan
Espresso;21,06;Night;Wed;Jan
Americano with Milk;30,86;Morning;Thu;Jan
Americano with Milk;30,86;Morning;Thu;Jan
Cortado;25,96;Morning;Thu;Jan
Hot Chocolate;35,76;Afternoon;Thu;Jan
Americano;25,96;Afternoon;Thu;Jan
Americano with Milk;30,86;Afternoon;Thu;Jan
Hot Chocolate;35,76;Night;Thu;Jan
Americano with Milk;30,86;Night;Thu;Jan
Cortado;25,96;Night;Thu;Jan
Americano;25,96;Morning;Fri;Jan
Americano with Milk;30,86;Morning;Fri;Jan
Americano with Milk;30,86;Morning;Fri;Jan
Cocoa;35,76;Morning;Fri;Jan
Cappuccino;35,76;Morning;Fri;Jan
Cappuccino;35,76;Morning;Fri;Jan
Latte;35,76;Afternoon;Fri;Jan
Latte;35,76;Afternoon;Fri;Jan
Cappuccino;35,76;Afternoon;Fri;Jan
Americano with Milk;30,86;Afternoon;Fri;Jan
Americano with Milk;30,86;Night;Fri;Jan
Americano;25,96;Night;Fri;Jan
Americano with Milk;30,86;Morning;Sat;Feb
Americano with Milk;30,86;Morning;Sat;Feb
Cortado;25,96;Afternoon;Sat;Feb
Cortado;25,96;Afternoon;Sat;Feb
Cappuccino;35,76;Afternoon;Sat;Feb
Cappuccino;35,76;Afternoon;Sat;Feb
Latte;35,76;Afternoon;Sat;Feb
Cappuccino;35,76;Night;Sat;Feb
Americano with Milk;30,86;Night;Sat;Feb
Americano with Milk;30,86;Night;Sat;Feb
Americano with Milk;30,86;Night;Sat;Feb
Cappuccino;35,76;Morning;Sun;Feb
Cappuccino;35,76;Morning;Sun;Feb
Latte;35,76;Afternoon;Sun;Feb
Latte;35,76;Afternoon;Sun;Feb
Americano with Milk;30,86;Afternoon;Sun;Feb
Latte;35,76;Afternoon;Sun;Feb
Latte;35,76;Afternoon;Sun;Feb
Cappuccino;35,76;Morning;Mon;Feb
Americano with Milk;30,86;Morning;Mon;Feb
Espresso;21,06;Morning;Mon;Feb
Americano with Milk;30,86;Morning;Mon;Feb
Americano;25,96;Morning;Mon;Feb
Cappuccino;35,76;Morning;Mon;Feb
Americano with Milk;30,86;Morning;Mon;Feb
Cappuccino;35,76;Afternoon;Mon;Feb
Cappuccino;35,76;Afternoon;Mon;Feb
Americano;25,96;Afternoon;Mon;Feb
Americano;25,96;Afternoon;Mon;Feb
Latte;35,76;Afternoon;Mon;Feb
Latte;35,76;Afternoon;Mon;Feb
Latte;35,76;Afternoon;Mon;Feb
Americano;25,96;Afternoon;Mon;Feb
Cocoa;35,76;Night;Mon;Feb
Americano with Milk;30,86;Night;Mon;Feb
Americano with Milk;30,86;Night;Mon;Feb
Americano with Milk;30,86;Night;Mon;Feb
Hot Chocolate;35,76;Night;Mon;Feb
Latte;35,76;Night;Mon;Feb
Hot Chocolate;35,76;Night;Mon;Feb
Americano with Milk;30,86;Night;Mon;Feb
Americano;25,96;Night;Mon;Feb
Cocoa;35,76;Night;Mon;Feb
Americano with Milk;30,86;Morning;Tue;Feb
Americano;25,96;Morning;Tue;Feb
Americano with Milk;30,86;Afternoon;Tue;Feb
Cortado;25,96;Afternoon;Tue;Feb
Americano;25,96;Afternoon;Tue;Feb
Americano with Milk;30,86;Afternoon;Tue;Feb
Americano;25,96;Afternoon;Tue;Feb
Americano with Milk;30,86;Night;Tue;Feb
Cocoa;35,76;Night;Tue;Feb
Cocoa;35,76;Night;Tue;Feb
Cocoa;35,76;Night;Tue;Feb
Cortado;25,96;Night;Tue;Feb
Americano with Milk;30,86;Morning;Wed;Feb
Americano with Milk;30,86;Morning;Wed;Feb
Americano;25,96;Morning;Wed;Feb
Americano;25,96;Morning;Wed;Feb
Americano;25,96;Morning;Wed;Feb
Americano with Milk;30,86;Morning;Wed;Feb
Americano;25,96;Afternoon;Wed;Feb
Americano;25,96;Afternoon;Wed;Feb
Espresso;21,06;Afternoon;Wed;Feb
Espresso;21,06;Afternoon;Wed;Feb
Cappuccino;35,76;Afternoon;Wed;Feb
Cappuccino;35,76;Afternoon;Wed;Feb
Hot Chocolate;35,76;Afternoon;Wed;Feb
Latte;35,76;Afternoon;Wed;Feb
Latte;35,76;Afternoon;Wed;Feb
Cocoa;35,76;Afternoon;Wed;Feb
Hot Chocolate;35,76;Afternoon;Wed;Feb
Cappuccino;35,76;Night;Wed;Feb
Cappuccino;35,76;Night;Wed;Feb
Cocoa;35,76;Night;Wed;Feb
Americano with Milk;30,86;Night;Wed;Feb
Cappuccino;35,76;Night;Wed;Feb
Hot Chocolate;35,76;Night;Wed;Feb
Cocoa;35,76;Night;Wed;Feb
Americano with Milk;30,86;Morning;Thu;Feb
Americano;25,96;Afternoon;Thu;Feb
Americano with Milk;30,86;Afternoon;Thu;Feb
Cappuccino;35,76;Afternoon;Thu;Feb
Cocoa;35,76;Afternoon;Thu;Feb
Cocoa;35,76;Night;Thu;Feb
Cocoa;35,76;Night;Thu;Feb
Cappuccino;35,76;Night;Thu;Feb
Espresso;21,06;Night;Thu;Feb
Cocoa;35,76;Night;Thu;Feb
Cocoa;35,76;Night;Thu;Feb
Latte;35,76;Night;Thu;Feb
Americano with Milk;30,86;Morning;Fri;Feb
Americano with Milk;30,86;Morning;Fri;Feb
Americano;25,96;Morning;Fri;Feb
Cocoa;35,76;Afternoon;Fri;Feb
Americano with Milk;30,86;Afternoon;Fri;Feb
Americano;25,96;Afternoon;Fri;Feb
Cortado;25,96;Afternoon;Fri;Feb
Latte;35,76;Afternoon;Fri;Feb
Hot Chocolate;35,76;Afternoon;Fri;Feb
Latte;35,76;Afternoon;Fri;Feb
Cocoa;35,76;Night;Fri;Feb
Cocoa;35,76;Night;Fri;Feb
Cortado;25,96;Night;Fri;Feb
Cocoa;35,76;Night;Fri;Feb
Cocoa;35,76;Night;Fri;Feb
Cortado;25,96;Night;Fri;Feb
Americano;25,96;Morning;Sat;Feb
Americano with Milk;30,86;Morning;Sat;Feb
Cortado;25,96;Morning;Sat;Feb
Americano;25,96;Morning;Sat;Feb
Americano;25,96;Afternoon;Sat;Feb
Americano;25,96;Afternoon;Sat;Feb
Americano;25,96;Afternoon;Sat;Feb
Americano;25,96;Afternoon;Sat;Feb
Cocoa;35,76;Morning;Sun;Feb
Americano with Milk;30,86;Morning;Sun;Feb
Americano;25,96;Morning;Sun;Feb
Latte;35,76;Afternoon;Sun;Feb
Cocoa;35,76;Afternoon;Sun;Feb
Latte;35,76;Afternoon;Sun;Feb
Hot Chocolate;35,76;Afternoon;Sun;Feb
Cocoa;35,76;Afternoon;Sun;Feb
Cortado;25,96;Afternoon;Sun;Feb
Americano;25,96;Morning;Mon;Feb
Americano;25,96;Morning;Mon;Feb
Americano;25,96;Morning;Mon;Feb
Americano with Milk;30,86;Morning;Mon;Feb
Americano;25,96;Afternoon;Mon;Feb
Cocoa;35,76;Afternoon;Mon;Feb
Americano with Milk;30,86;Afternoon;Mon;Feb
Americano;25,96;Afternoon;Mon;Feb
Latte;35,76;Afternoon;Mon;Feb
Americano;25,96;Afternoon;Mon;Feb
Cocoa;35,76;Afternoon;Mon;Feb
Cocoa;35,76;Afternoon;Mon;Feb
Cappuccino;35,76;Afternoon;Mon;Feb
Americano with Milk;30,86;Afternoon;Mon;Feb
Latte;35,76;Afternoon;Mon;Feb
Hot Chocolate;35,76;Afternoon;Mon;Feb
Cocoa;35,76;Afternoon;Mon;Feb
Americano;25,96;Night;Mon;Feb
Americano with Milk;30,86;Night;Mon;Feb
Latte;35,76;Night;Mon;Feb
Latte;35,76;Night;Mon;Feb
Americano;25,96;Morning;Tue;Feb
Americano;25,96;Morning;Tue;Feb
Americano with Milk;30,86;Morning;Tue;Feb
Cocoa;35,76;Morning;Tue;Feb
Hot Chocolate;35,76;Afternoon;Tue;Feb
Americano with Milk;30,86;Afternoon;Tue;Feb
Espresso;21,06;Afternoon;Tue;Feb
Latte;35,76;Night;Tue;Feb
Americano with Milk;30,86;Night;Tue;Feb
Americano with Milk;30,86;Night;Tue;Feb
Americano;25,96;Night;Tue;Feb
Americano with Milk;30,86;Night;Tue;Feb
Latte;35,76;Night;Tue;Feb
Cocoa;35,76;Night;Tue;Feb
Cappuccino;35,76;Morning;Wed;Feb
Americano;25,96;Morning;Wed;Feb
Cocoa;35,76;Morning;Wed;Feb
Americano with Milk;30,86;Morning;Wed;Feb
Americano;25,96;Morning;Wed;Feb
Americano;25,96;Afternoon;Wed;Feb
Americano;25,96;Afternoon;Wed;Feb
Hot Chocolate;35,76;Afternoon;Wed;Feb
Hot Chocolate;35,76;Afternoon;Wed;Feb
Latte;35,76;Afternoon;Wed;Feb
Hot Chocolate;35,76;Afternoon;Wed;Feb
Americano;25,96;Afternoon;Wed;Feb
Americano;25,96;Afternoon;Wed;Feb
Cappuccino;35,76;Night;Wed;Feb
Americano;25,96;Night;Wed;Feb
Latte;35,76;Night;Wed;Feb
Cocoa;35,76;Night;Wed;Feb
Cappuccino;35,76;Night;Wed;Feb
Americano with Milk;30,86;Morning;Thu;Feb
Americano;25,96;Morning;Thu;Feb
Espresso;21,06;Morning;Thu;Feb
Cocoa;35,76;Morning;Thu;Feb
Americano with Milk;30,86;Morning;Thu;Feb
Americano with Milk;30,86;Morning;Thu;Feb
Americano;25,96;Afternoon;Thu;Feb
Americano;25,96;Afternoon;Thu;Feb
